fetched_at,category,name,symbol,source,trade_date,open,high,low,close,volume,currency,exchange
2026-08-10T22:24:18+09:00,海外指数,S&P500,^GSPC,yahoo,2026-08-07,7735.18017578125,7763.080078125,7719.18994140625,7757.64013671875,5019970000,USD,SNP
2026-08-10T22:24:18+09:00,海外指数,ラッセル2000,^RUT,yahoo,2026-08-07,3009.5400390625,3037.340087890625,3009.5400390625,3034.489990234375,5019970000,USD,WCB
2026-08-10T22:24:18+09:00,海外指数,ドイツDAX,^GDAXI,yahoo,2026-08-10,26360.439453125,26441.91015625,26314.98046875,26373.26953125,0,EUR,GER
2026-08-10T22:24:18+09:00,海外指数,英国FTSE100,^FTSE,yahoo,2026-08-10,10901.08984375,10910.8701171875,10854.48046875,10859.9697265625,0,GBP,FGI
2026-08-10T22:24:18+09:00,海外指数,仏CAC40,^FCHI,yahoo,2026-08-10,8710.490234375,8730.0302734375,8692.349609375,8717.7900390625,0,EUR,PAR
2026-08-10T22:24:18+09:00,海外指数,ユーロ・ストックス50,^STOXX50E,yahoo,2026-08-10,6520.06982421875,6558.52978515625,6520.06982421875,6547.9501953125,0,EUR,ZRH
2026-08-10T22:24:18+09:00,海外指数,イタリア40,FTSEMIB.MI,yahoo,2026-08-10,53740.48046875,53870.73046875,53599.26171875,53773.44140625,0,EUR,MIL
2026-08-10T22:24:18+09:00,海外指数,イスタンブール100,XU100.IS,yahoo,2026-08-10,13825.0703125,13910.91015625,13779.080078125,13874.4296875,0,TRY,IST
2026-08-10T22:24:18+09:00,海外指数,深セン成分指数,399001.SZ,yahoo,2026-08-10,14348.9501953125,14373.7724609375,14102.65625,14316.9609375,2912581419,CNY,SHZ
2026-08-10T22:24:18+09:00,海外指数,香港ハンセン,^HSI,yahoo,2026-08-10,25805.1796875,25957.75,25720.4609375,25937.490234375,0,HKD,HKG
2026-08-10T22:24:18+09:00,海外指数,タイSET,^SET.BK,yahoo,2026-08-10,1621.5899658203125,1630.72998046875,1621.1800537109375,1624.3599853515625,0,THB,SET
2026-08-10T22:24:18+09:00,海外指数,インドSENSEX30,^BSESN,yahoo,2026-08-10,78501.59375,78676.9765625,78298.921875,78542.4375,0,INR,BSE
2026-08-10T22:24:18+09:00,海外指数,韓国総合株価指数,^KS11,yahoo,2026-08-10,6306.330078125,6394.06005859375,6232.4501953125,6299.66015625,293734,KRW,KSC
2026-08-10T22:24:18+09:00,海外指数,台湾加権,^TWII,yahoo,2026-08-10,44540.7109375,45219.3984375,44540.7109375,44928.76171875,0,TWD,TAI
2026-08-10T22:24:18+09:00,海外指数,SOX,^SOX,yahoo,2026-08-07,12299.98046875,12425.740234375,12082.6298828125,12356.7900390625,0,USD,NIM
2026-08-10T22:24:18+09:00,海外指数,ロシアRTS,RTSI,moex,2026-08-07,884.56,894.05,871.69,874.64,,USD,MOEX
2026-08-10T22:24:18+09:00,セクター,S&P500 生活必需品,^SP500-30,yahoo,2026-08-07,934.8900146484375,942.0,931.8400268554688,941.3800048828125,160419179,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 エネルギー,^GSPE,yahoo,2026-08-07,884.239990234375,889.9099731445312,876.0900268554688,882.469970703125,110065153,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 金融,^SP500-40,yahoo,2026-08-07,958.280029296875,960.3599853515625,953.4199829101562,957.9199829101562,260719264,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 ヘルスケア,^SP500-35,yahoo,2026-08-07,1912.6800537109375,1931.1500244140625,1897.75,1930.5899658203125,227167470,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 資本財,^SP500-20,yahoo,2026-08-07,1569.0799560546875,1572.3299560546875,1556.780029296875,1566.6199951171875,201975806,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 IT,^SP500-45,yahoo,2026-08-07,7012.35009765625,7048.7998046875,6955.740234375,7027.16015625,811481427,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 素材,^SP500-15,yahoo,2026-08-07,656.0399780273438,662.97998046875,654.4199829101562,662.4000244140625,76413714,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 不動産,^SP500-60,yahoo,2026-08-07,285.3900146484375,287.8900146484375,284.6199951171875,286.260009765625,80862000,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 電気通信,^SP500-50,yahoo,2026-08-07,461.8500061035156,465.75,461.42999267578125,462.4599914550781,344933000,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 公益,^SP500-55,yahoo,2026-08-07,438.55999755859375,445.239990234375,436.0899963378906,442.6000061035156,146667724,USD,SNP
2026-08-10T22:24:18+09:00,セクター,S&P500 一般消費財・サービス,^SP500-25,yahoo,2026-08-07,1960.8399658203125,1991.6800537109375,1959.5699462890625,1976.9599609375,299137928,USD,SNP
2026-08-10T22:24:18+09:00,REIT,米国REIT 総合,^REI,yahoo,2026-08-07,447.8999938964844,451.3699951171875,446.54998779296875,449.4700012207031,0,USD,DJI
2026-08-10T22:24:18+09:00,REIT,米国REIT オフィス・物流,^DJUSIO,yahoo,2026-08-07,117.66999816894531,118.70999908447266,116.93000030517578,118.58999633789062,18926969,USD,DJI
2026-08-10T22:24:18+09:00,REIT,米国REIT 商業,^DJUSRL,yahoo,2026-08-07,114.37000274658203,115.36000061035156,113.68000030517578,114.87000274658203,18309203,USD,DJI
2026-08-10T22:24:18+09:00,REIT,米国REIT 住宅,^DJUSRN,yahoo,2026-08-07,226.38999938964844,228.88999938964844,225.4499969482422,227.8800048828125,13852567,USD,DJI
2026-08-10T22:24:18+09:00,REIT,米国REIT ホテル,^DJUSHL,yahoo,2026-08-07,127.63999938964844,129.55999755859375,127.12000274658203,127.61000061035156,8800049,USD,DJI
2026-08-10T22:24:18+09:00,商品,金,GC=F,yahoo,2026-08-10,4400.0,4421.5,4373.89990234375,4395.2998046875,58457,USD,CMX
2026-08-10T22:24:18+09:00,商品,工業用金属指数,^SPGSIN,yahoo,2026-08-10,613.0167846679688,618.9387817382812,611.0145263671875,616.0869750976562,0,USD,SNP
2026-08-10T22:24:18+09:00,ETF,アークETF,ARKK,yahoo,2026-08-07,76.95999908447266,79.51000213623047,76.95999908447266,79.43000030517578,7040300,USD,BTS
2026-08-10T22:24:18+09:00,為替,米ドル/円,USDJPY=X,yahoo,2026-08-10,157.7270050048828,158.9810028076172,157.5780029296875,158.93099975585938,0,JPY,CCY
2026-08-10T22:24:18+09:00,為替,ユーロ/円,EURJPY=X,yahoo,2026-08-10,182.27000427246094,183.63400268554688,182.23599243164062,183.5679931640625,0,JPY,CCY
2026-08-10T22:24:18+09:00,為替,英ポンド/円,GBPJPY=X,yahoo,2026-08-10,212.87899780273438,214.64500427246094,212.58700561523438,214.59300231933594,0,JPY,CCY
2026-08-10T22:24:18+09:00,為替,豪ドル/円,AUDJPY=X,yahoo,2026-08-10,111.50900268554688,112.24700164794922,111.2229995727539,112.13200378417969,0,JPY,CCY
2026-08-10T22:24:18+09:00,為替,中国元/円,CNYJPY=X,yahoo,2026-08-10,23.333999633789062,23.54199981689453,23.33300018310547,23.535999298095703,0,JPY,CCY
2026-08-10T22:24:18+09:00,個別株,アップル,AAPL,yahoo,2026-08-07,311.45001220703125,314.80999755859375,310.739990234375,313.3299865722656,34407100,USD,NMS
2026-08-10T22:24:18+09:00,個別株,マイクロソフト,MSFT,yahoo,2026-08-07,499.2099914550781,505.17999267578125,498.7300109863281,499.989990234375,28818000,USD,NMS
2026-08-10T22:24:18+09:00,個別株,アルファベット,GOOGL,yahoo,2026-08-07,356.7200012207031,358.8999938964844,353.7799987792969,354.29998779296875,19805200,USD,NMS
2026-08-10T22:24:18+09:00,個別株,アマゾン,AMZN,yahoo,2026-08-07,272.8699951171875,278.30999755859375,272.75,274.4800109863281,33833300,USD,NMS
2026-08-10T22:24:18+09:00,個別株,メタ,META,yahoo,2026-08-07,585.6400146484375,598.739990234375,585.6199951171875,592.0999755859375,11226700,USD,NMS
2026-08-10T22:24:18+09:00,個別株,エヌビディア,NVDA,yahoo,2026-08-07,221.5399932861328,224.75999450683594,220.66000366210938,223.9600067138672,105473700,USD,NMS
2026-08-10T22:24:18+09:00,個別株,テスラ,TSLA,yahoo,2026-08-07,322.3399963378906,333.7300109863281,321.25,328.5799865722656,39370100,USD,NMS
2026-08-10T22:24:18+09:00,個別株,パランティア,PLTR,yahoo,2026-08-07,160.07000732421875,172.41000366210938,159.9600067138672,172.00999450683594,77382900,USD,NMS
2026-08-10T22:24:18+09:00,個別株,マイクロン,MU,yahoo,2026-08-07,903.5999755859375,904.7999877929688,847.02001953125,877.5700073242188,34442200,USD,NMS
2026-08-10T22:24:18+09:00,個別株,オラクル,ORCL,yahoo,2026-08-07,145.32000732421875,147.16000366210938,142.33999633789062,147.02000427246094,22808500,USD,NYQ
2026-08-10T22:24:18+09:00,個別株,AMD,AMD,yahoo,2026-08-07,497.94000244140625,498.989990234375,476.05999755859375,483.3599853515625,26560000,USD,NMS
2026-08-10T22:24:18+09:00,個別株,インテル,INTC,yahoo,2026-08-07,102.33000183105469,103.66000366210938,98.02999877929688,101.6500015258789,76609900,USD,NMS
2026-08-10T22:24:18+09:00,個別株,アーム,ARM,yahoo,2026-08-07,298.9649963378906,299.2850036621094,275.0,282.57000732421875,3824400,USD,NMS
2026-08-10T22:24:18+09:00,個別株,ブロードコム,AVGO,yahoo,2026-08-07,428.3999938964844,430.8399963378906,421.6099853515625,427.760009765625,14680000,USD,NMS
2026-08-10T22:24:18+09:00,個別株,クアルコム,QCOM,yahoo,2026-08-07,163.07000732421875,167.99000549316406,162.3000030517578,167.86000061035156,9717700,USD,NMS
2026-08-10T22:24:18+09:00,個別株,サンディスク,SNDK,yahoo,2026-08-07,1309.300048828125,1309.530029296875,1184.3699951171875,1212.2099609375,13883000,USD,NMS
2026-08-10T22:24:18+09:00,個別株,バークシャー・ハサウェイ,BRK-B,yahoo,2026-08-07,520.260009765625,521.989990234375,517.4299926757812,521.7999877929688,3635700,USD,NYQ
2026-08-10T22:24:18+09:00,個別株,JPモルガン,JPM,yahoo,2026-08-07,355.760009765625,358.8500061035156,353.3299865722656,357.5199890136719,4565200,USD,NYQ
2026-08-10T22:24:18+09:00,個別株,ゴールドマン・サックス,GS,yahoo,2026-08-07,1038.3399658203125,1047.0,1032.030029296875,1039.6099853515625,1429400,USD,NYQ
2026-08-10T22:24:18+09:00,個別株,ウォルマート,WMT,yahoo,2026-08-07,110.61000061035156,112.29000091552734,110.5,111.8499984741211,18808600,USD,NMS
2026-08-10T22:24:18+09:00,個別株,マクドナルド,MCD,yahoo,2026-08-07,274.510009765625,276.8699951171875,273.2900085449219,274.4800109863281,4906500,USD,NYQ
2026-08-10T22:24:18+09:00,個別株,サムスン電子,005930.KS,yahoo,2026-08-10,236000.0,238500.0,228500.0,230000.0,17798806,KRW,KSC
2026-08-10T22:24:18+09:00,個別株,SKハイニクス,000660.KS,yahoo,2026-08-10,1443000.0,1487000.0,1397000.0,1420000.0,3613319,KRW,KSC
2026-08-10T22:24:18+09:00,個別株,NAURA,002371.SZ,yahoo,2026-08-10,740.5,778.0,744.6599731445312,760.0,8728585,CNY,SHZ
2026-08-10T22:24:18+09:00,個別株,SMIC,0981.HK,yahoo,2026-08-10,67.80000305175781,67.8499984741211,65.0999984741211,66.19999694824219,50125570,HKD,HKG
2026-08-10T22:24:18+09:00,個別株,シャオミ,1810.HK,yahoo,2026-08-10,27.100000381469727,27.81999969482422,26.81999969482422,27.6200008392334,149703382,HKD,HKG
2026-08-10T22:24:18+09:00,個別株,テンセント,0700.HK,yahoo,2026-08-10,479.0,483.6000061035156,476.3999938964844,481.3999938964844,15509424,HKD,HKG
2026-08-10T22:24:18+09:00,個別株,BYD,1211.HK,yahoo,2026-08-10,91.80000305175781,92.6500015258789,90.5,92.30000305175781,11304355,HKD,HKG
2026-08-10T22:24:18+09:00,個別株,アリババ,9988.HK,yahoo,2026-08-10,125.4000015258789,127.5,124.19999694824219,126.69999694824219,53636255,HKD,HKG
2026-08-10T22:24:18+09:00,個別株,TSMC,2330.TW,yahoo,2026-08-10,2390.0,2410.0,2380.0,2380.0,19997608,TWD,TAI
2026-08-10T22:24:18+09:00,個別株,SAP,SAP.DE,yahoo,2026-08-10,178.9199981689453,179.22000122070312,176.3800048828125,176.9199981689453,703746,EUR,GER
2026-08-10T22:24:18+09:00,個別株,フォルクスワーゲン,VOW3.DE,yahoo,2026-08-10,76.31999969482422,76.31999969482422,75.05999755859375,75.62000274658203,194294,EUR,GER
2026-08-10T22:24:18+09:00,個別株,BASF,BAS.DE,yahoo,2026-08-10,51.63999938964844,51.83000183105469,51.029998779296875,51.529998779296875,474267,EUR,GER
2026-08-10T22:24:18+09:00,個別株,HSBC,HSBA.L,yahoo,2026-08-10,1532.0,1537.5999755859375,1524.800048828125,1530.199951171875,4850647,GBp,LSE
2026-08-10T22:24:18+09:00,個別株,BNPパリバ,BNP.PA,yahoo,2026-08-10,112.18000030517578,112.36000061035156,111.30000305175781,112.05999755859375,376191,EUR,PAR
2026-08-10T22:24:18+09:00,個別株,LVMH,MC.PA,yahoo,2026-08-10,479.29998779296875,487.5,479.29998779296875,483.45001220703125,112846,EUR,PAR
2026-08-10T22:24:18+09:00,個別株,ASML,ASML.AS,yahoo,2026-08-10,1510.0,1558.0,1509.4000244140625,1550.4000244140625,187019,EUR,AMS
