code,market_cap_million,as_of,close,finance_date,net_profit,eps,estimated_shares,source
2587,1394205.329,2026-08-31,4512,2026-02-12,88723000000,287.13,308999407.934,NP/EPS*close
2593,356004.456,2026-08-31,3031,2025-12-01,9542000000,81.24,117454455.933,NP/EPS*close
2607,397212.789,2026-08-31,4620,2026-02-10,16376000000,190.47,85976794.246,NP/EPS*close
2670,672833.045,2026-08-31,2717.5,2026-07-08,14296000000,57.74,247592656.737,NP/EPS*close
2768,1170288.06,2026-08-31,5604,2026-07-31,30222000000,144.72,208830845.771,NP/EPS*close
2784,413679.711,2026-08-31,2314,2026-08-05,2476000000,13.85,178772563.177,NP/EPS*close
2801,1699765.952,2026-08-31,1835,2026-08-05,19017000000,20.53,926302971.262,NP/EPS*close
2802,5166982.524,2026-08-31,5402,2026-08-06,36452000000,38.11,956494358.436,NP/EPS*close
2809,656637.332,2026-08-31,4768,2026-07-09,13214000000,95.95,137717561.23,NP/EPS*close
2810,360547.561,2026-08-31,4000,2026-08-04,5136000000,56.98,90136890.137,NP/EPS*close
2811,248360.108,2026-08-31,2744,2026-07-30,4683000000,51.74,90510243.525,NP/EPS*close
285A,27339148.619,2026-08-31,49990,2026-07-31,842165000000,1539.91,546892350.852,NP/EPS*close
2871,540163.147,2026-08-31,2155.5,2026-08-07,6919000000,27.61,250597609.562,NP/EPS*close
2875,1019744.574,2026-08-31,10490,2026-07-31,18230000000,187.53,97211112.889,NP/EPS*close
2897,858539.955,2026-08-31,2990.5,2026-08-04,13275000000,46.24,287089100.346,NP/EPS*close
2914,12311848.853,2026-08-31,6935,2026-07-30,431829000000,243.24,1775320670.942,NP/EPS*close
3003,1354994.546,2026-08-31,1784.5,2026-07-28,49978000000,65.82,759313278.639,NP/EPS*close
3038,626244.107,2026-08-31,2824,2026-06-12,16501000000,74.41,221757828.249,NP/EPS*close
3048,304965.122,2026-08-31,1781,2026-07-14,19839000000,115.86,171232522.009,NP/EPS*close
3064,951363.433,2026-08-31,1927,2026-08-04,18578000000,37.63,493701833.643,NP/EPS*close
3086,730553.521,2026-08-31,2952.5,2026-06-30,9697000000,39.19,247435570.299,NP/EPS*close
3088,1032522.346,2026-08-31,2611,2026-08-10,14865000000,37.59,395450917.797,NP/EPS*close
3092,1016602.416,2026-08-31,1149.5,2026-07-31,11895000000,13.45,884386617.1,NP/EPS*close
3099,1229128.903,2026-08-31,3514,2026-08-13,22316000000,63.8,349780564.263,NP/EPS*close
3105,358245.297,2026-08-31,2293.5,2026-08-06,21590000000,138.22,156200260.454,NP/EPS*close
3107,329990.647,2026-08-31,3805,2026-08-06,5795000000,66.82,86725531.278,NP/EPS*close
3116,407129.951,2026-08-31,2279.5,2026-07-31,8757000000,49.03,178604935.754,NP/EPS*close
3132,662465.359,2026-08-31,3710,2026-07-27,10928000000,61.2,178562091.503,NP/EPS*close
3197,765678.512,2026-08-31,3367,2026-08-13,10181000000,44.77,227406745.589,NP/EPS*close
3231,796491.608,2026-08-31,931.8,2026-07-30,14728000000,17.23,854788160.186,NP/EPS*close
3288,888461.737,2026-08-31,7951,2026-08-07,81260000000,727.21,111742137.759,NP/EPS*close
3289,947502.32,2026-08-31,1329,2026-08-06,25502000000,35.77,712943807.66,NP/EPS*close
3291,656228.374,2026-08-31,2375,2026-08-07,15172000000,54.91,276306683.664,NP/EPS*close
3349,515408.547,2026-08-31,6503,2026-07-13,32046000000,404.33,79257042.515,NP/EPS*close
3360,219247.801,2026-08-31,2385.5,2026-08-07,2090000000,22.74,91908531.223,NP/EPS*close
3382,4684303.701,2026-08-31,2026,2026-07-09,60600000000,26.21,2312094620.374,NP/EPS*close
3391,1045996.403,2026-08-31,2309,2026-07-14,13477000000,29.75,453008403.361,NP/EPS*close
3397,397904.211,2026-08-31,4365,2026-08-14,3031000000,33.25,91157894.737,NP/EPS*close
3401,339148.659,2026-08-31,1758,2026-08-04,45106000000,233.81,192917326.034,NP/EPS*close
3402,1874700.745,2026-08-31,1287.5,2026-08-06,31262000000,21.47,1456078248.719,NP/EPS*close
3405,559901.128,2026-08-31,1848.5,2026-08-07,14230000000,46.98,302894848.872,NP/EPS*close
3407,2224800,2026-08-31,1644,2026-07-31,53766000000,39.73,1353284671.533,NP/EPS*close
3436,1189123.949,2026-08-31,3400,2026-08-06,-12895000000,-36.87,349742337.944,NP/EPS*close
3549,398333.778,2026-08-31,4114,2026-07-02,17133000000,176.95,96823961.571,NP/EPS*close
3563,1335823.128,2026-08-31,5885,2026-08-07,26578000000,117.09,226987787.172,NP/EPS*close
3591,210379.338,2026-08-31,4255,2026-08-10,1553000000,31.41,49442852.595,NP/EPS*close
3626,847311.615,2026-08-31,3964,2026-07-30,14409000000,67.41,213751668.892,NP/EPS*close
3635,570072.476,2026-08-31,1706.5,2026-07-27,11348000000,33.97,334059464.233,NP/EPS*close
3659,2504173.154,2026-08-31,3170,2026-08-13,86864000000,109.96,789959985.449,NP/EPS*close
3697,248271.939,2026-08-31,955.9,2026-07-15,3979000000,15.32,259725848.564,NP/EPS*close
3769,717083.623,2026-08-31,9444,2026-08-14,18981000000,249.98,75930074.406,NP/EPS*close
3774,600655.91,2026-08-31,3388,2026-08-07,4395000000,24.79,177289229.528,NP/EPS*close
3861,758880,2026-08-31,883.2,2026-08-05,3162000000,3.68,859239130.435,NP/EPS*close
3923,412160.794,2026-08-31,1164,2026-08-14,14631000000,41.32,354090029.042,NP/EPS*close
3941,401687.247,2026-08-31,1630,2026-08-05,11575000000,46.97,246433893.975,NP/EPS*close
3994,356850.9,2026-08-31,6453,2026-07-13,553000000,10,55300000,NP/EPS*close
4004,2873689.294,2026-08-31,15845,2026-08-06,48451000000,267.15,181362530.414,NP/EPS*close
4005,944755.482,2026-08-31,572.2,2026-08-04,40782000000,24.7,1651093117.409,NP/EPS*close
4021,1101008.716,2026-08-31,8219,2026-08-07,16844000000,125.74,133958962.939,NP/EPS*close
4042,821314.765,2026-08-31,2667.5,2026-08-04,19456000000,63.19,307896819.117,NP/EPS*close
4043,290054.299,2026-08-31,4032,2026-07-29,5204000000,72.34,71938070.224,NP/EPS*close
4045,199480.472,2026-08-31,1874.5,2026-07-31,6019000000,56.56,106417963.225,NP/EPS*close
4061,290075.652,2026-08-31,3365,2026-08-07,2843000000,32.98,86203759.854,NP/EPS*close
4062,5714260.836,2026-08-31,20455,2026-08-04,17918000000,64.14,279357655.129,NP/EPS*close
4063,11194531.425,2026-08-31,6023,2026-07-24,130829000000,70.39,1858630487.285,NP/EPS*close
4091,2458483.96,2026-08-31,5680,2026-08-06,43716000000,101,432831683.168,NP/EPS*close
4114,395085.023,2026-08-31,2674,2026-08-07,10378000000,70.24,147750569.476,NP/EPS*close
4118,375502.728,2026-08-31,6235,2026-08-13,8941000000,148.46,60224976.425,NP/EPS*close
4151,1375925.171,2026-08-31,2628,2026-08-03,30618000000,58.48,523563611.491,NP/EPS*close
417A,375805.608,2026-08-31,1845.5,2026-08-10,7734000000,37.98,203633491.311,NP/EPS*close
4182,773878.149,2026-08-31,3974,2026-05-13,-40318000000,-207.04,194735316.847,NP/EPS*close
4183,790576.605,2026-08-31,2187,2026-08-05,32093000000,88.78,361489074.116,NP/EPS*close
4186,1032020.815,2026-08-31,8607,2026-08-06,20409000000,170.21,119904823.453,NP/EPS*close
4188,1638649.305,2026-08-31,1206,2026-08-07,57706000000,42.47,1358747351.071,NP/EPS*close
4194,381286.564,2026-08-31,9493,2026-06-11,14214000000,353.89,40165023.03,NP/EPS*close
4202,379252.387,2026-08-31,1485,2026-07-31,9360000000,36.65,255388813.097,NP/EPS*close
4203,657594.374,2026-08-31,7495,2026-08-03,10933000000,124.61,87737741.754,NP/EPS*close
4204,1071802.304,2026-08-31,2655,2026-07-31,12793000000,31.69,403692016.409,NP/EPS*close
4205,481230.844,2026-08-31,2515,2026-07-29,12711000000,66.43,191344272.166,NP/EPS*close
4206,262639.232,2026-08-31,4151,2026-08-04,4727000000,74.71,63271315.754,NP/EPS*close
4208,346823.638,2026-08-31,3570,2026-08-07,4192000000,43.15,97149478.563,NP/EPS*close
4272,309823.101,2026-08-31,2093,2026-08-03,6081000000,41.08,148028237.585,NP/EPS*close
4307,3006053.559,2026-08-31,5291,2026-07-30,29214000000,51.42,568144690.782,NP/EPS*close
4324,961519.089,2026-08-31,3704,2026-08-14,46277000000,178.27,259589386.885,NP/EPS*close
4385,763774.02,2026-08-31,4633,2026-08-05,35401000000,214.74,164855173.698,NP/EPS*close
4401,453399.728,2026-08-31,4661,2026-08-07,10710000000,110.1,97275204.36,NP/EPS*close
4403,612363.615,2026-08-31,2712,2026-08-05,7571000000,33.53,225797793.021,NP/EPS*close
4452,3293956.214,2026-08-31,3641,2026-08-05,65662000000,72.58,904684486.084,NP/EPS*close
4502,9107895.394,2026-08-31,5765,2026-07-30,113197000000,71.65,1579860432.659,NP/EPS*close
4503,4249464.334,2026-08-31,2371.5,2026-08-05,141828000000,79.15,1791888818.699,NP/EPS*close
4506,676917.94,2026-08-31,1554,2026-07-31,16997000000,39.02,435597129.677,NP/EPS*close
4507,2476650.187,2026-08-31,2910.5,2026-08-03,97696000000,114.81,850936329.588,NP/EPS*close
4516,238873.823,2026-08-31,3544,2026-08-06,10109000000,149.98,67402320.309,NP/EPS*close
4519,11376799.013,2026-08-31,6913,2026-07-24,231749000000,140.82,1645710836.529,NP/EPS*close
4523,1336224.386,2026-08-31,4740,2026-08-03,18242000000,64.71,281903878.844,NP/EPS*close
4527,690194.103,2026-08-31,3055,2026-08-06,10650000000,47.14,225922783.199,NP/EPS*close
4528,1151401.274,2026-08-31,2450.5,2026-07-31,24151000000,51.4,469863813.23,NP/EPS*close
4536,602875.201,2026-08-31,1875.5,2026-08-06,7194000000,22.38,321447721.18,NP/EPS*close
4540,281892.808,2026-08-31,3782,2026-08-06,6457000000,86.63,74535380.353,NP/EPS*close
4543,3711600.67,2026-08-31,2516,2026-08-07,70426000000,47.74,1475198994.554,NP/EPS*close
4544,199930.077,2026-08-31,3615,2026-08-12,1574000000,28.46,55305692.2,NP/EPS*close
4568,5269996.322,2026-08-31,2848,2026-07-31,279728000000,151.17,1850420056.89,NP/EPS*close
4578,6466443.025,2026-08-31,12250,2026-04-28,98348000000,186.31,527872900.005,NP/EPS*close
4587,140484.204,2026-08-31,1090,2026-08-12,-1999000000,-15.51,128884590.587,NP/EPS*close
4612,2805160.596,2026-08-31,1208.5,2026-08-07,105150000000,45.3,2321192052.98,NP/EPS*close
4613,507451.521,2026-08-31,2882.5,2026-08-07,6482000000,36.82,176045627.376,NP/EPS*close
4626,526335.312,2026-08-31,4730,2026-07-31,7500000000,67.4,111275964.392,NP/EPS*close
4631,477183.766,2026-08-31,5039,2026-08-10,37187000000,392.69,94698107.922,NP/EPS*close
4661,4961216.243,2026-08-31,3025,2026-07-30,41297000000,25.18,1640071485.306,NP/EPS*close
4665,222151.979,2026-08-31,4719,2026-08-10,2890000000,61.39,47076071.021,NP/EPS*close
4666,342595.098,2026-08-31,2007,2026-08-31,36354000000,212.97,170700098.605,NP/EPS*close
4676,597925.342,2026-08-31,4198,2026-08-04,10218000000,71.74,142431000.836,NP/EPS*close
4680,354941.452,2026-08-31,1350,2026-08-10,3368000000,12.81,262919594.067,NP/EPS*close
4681,401585.65,2026-08-31,1891.5,2026-08-12,5467000000,25.75,212310679.612,NP/EPS*close
4684,2177216.469,2026-08-31,5085,2026-07-22,22697000000,53.01,428164497.265,NP/EPS*close
4689,3811258.56,2026-08-31,556,2026-08-03,58060000000,8.47,6854781582.054,NP/EPS*close
4704,780768.593,2026-08-31,5997,2026-08-13,15230000000,116.98,130193195.418,NP/EPS*close
4716,1206891.701,2026-08-31,9421,2026-06-25,63537000000,495.97,128106538.702,NP/EPS*close
4732,915688.25,2026-08-31,1993.5,2026-08-04,10946000000,23.83,459336970.206,NP/EPS*close
4733,658383.726,2026-08-31,8760,2026-07-22,4877000000,64.89,75157959.624,NP/EPS*close
4751,687032.855,2026-08-31,1355,2026-08-07,36035000000,71.07,507035317.293,NP/EPS*close
4755,1687915.706,2026-08-31,776,2026-08-10,-10941000000,-5.03,2175149105.368,NP/EPS*close
4768,1369240.254,2026-08-31,3611,2026-08-03,36982000000,97.53,379185891.521,NP/EPS*close
4887,184483.935,2026-08-31,1598,2026-08-10,2429000000,21.04,115446768.061,NP/EPS*close
4901,4058456.814,2026-08-31,3390,2026-08-06,37424000000,31.26,1197184900.832,NP/EPS*close
4902,329587.294,2026-08-31,666.8,2026-07-30,7780000000,15.74,494282083.863,NP/EPS*close
4911,1488845.829,2026-08-31,3726,2026-08-05,29697000000,74.32,399582884.822,NP/EPS*close
4912,525463.724,2026-08-31,1899.5,2026-08-07,10844000000,39.2,276632653.061,NP/EPS*close
4922,332702.043,2026-08-31,5846,2026-08-06,5682000000,99.84,56911057.692,NP/EPS*close
4927,309689.695,2026-08-31,1399.5,2026-08-06,6539000000,29.55,221285956.007,NP/EPS*close
4967,422749.509,2026-08-31,5690,2026-08-06,1136000000,15.29,74296926.095,NP/EPS*close
4980,514861.557,2026-08-31,3073,2026-08-04,6241000000,37.25,167543624.161,NP/EPS*close
5016,3524296.479,2026-08-31,3772,2026-08-06,53070000000,56.8,934330985.915,NP/EPS*close
5019,1719399.209,2026-08-31,1420,2026-08-14,217504000000,179.63,1210844513.723,NP/EPS*close
5020,3593245.984,2026-08-31,1339,2026-08-07,414981000000,154.64,2683529487.843,NP/EPS*close
5021,679447.451,2026-08-31,4279,2026-08-06,84006000000,529.05,158786504.111,NP/EPS*close
5076,719371.939,2026-08-31,2855,2026-08-07,76135000000,302.16,251969155.414,NP/EPS*close
5101,1168021.234,2026-08-31,7429,2026-08-10,72578000000,461.62,157224556.995,NP/EPS*close
5105,580126.672,2026-08-31,3767,2026-08-07,29436000000,191.14,154002301.978,NP/EPS*close
5108,5235061.39,2026-08-31,4145,2026-08-07,206245000000,163.3,1262982241.274,NP/EPS*close
5110,590111.026,2026-08-31,2245,2026-08-06,25865000000,98.4,262855691.057,NP/EPS*close
5201,1216675.688,2026-08-31,5737,2026-08-04,35512000000,167.45,212075246.342,NP/EPS*close
5214,360295.344,2026-08-31,4850,2026-07-31,6414000000,86.34,74287699.792,NP/EPS*close
5232,180897.402,2026-08-31,5707,2026-08-04,2196000000,69.28,31697459.584,NP/EPS*close
5233,467587.738,2026-08-31,4240,2026-08-06,8346000000,75.68,110280126.85,NP/EPS*close
5301,380889.099,2026-08-31,1811,2026-08-05,7235000000,34.4,210319767.442,NP/EPS*close
5332,1053012.5,2026-08-31,6405,2026-07-31,6905000000,42,164404761.905,NP/EPS*close
5333,1514214.623,2026-08-31,5323,2026-08-06,29374000000,103.26,284466395.506,NP/EPS*close
5334,1630818.104,2026-08-31,8349,2026-07-31,97267000000,497.96,195330950.277,NP/EPS*close
5344,656401.812,2026-08-31,53200,2026-07-29,4466000000,361.96,12338379.931,NP/EPS*close
5393,657195.087,2026-08-31,3478,2026-08-04,8231000000,43.56,188957759.412,NP/EPS*close
5401,3502449.319,2026-08-31,669.8,2026-08-04,75299000000,14.4,5229097222.222,NP/EPS*close
5406,798250.081,2026-08-31,2020,2026-08-05,12199000000,30.87,395173307.418,NP/EPS*close
5411,1174983.968,2026-08-31,1847,2026-08-05,31229000000,49.09,636158077.001,NP/EPS*close
5444,746864.518,2026-08-31,12500,2026-07-31,12291000000,205.71,59749161.441,NP/EPS*close
5463,389631.45,2026-08-31,1762,2026-08-07,5400000000,24.42,221130221.13,NP/EPS*close
5471,457046.912,2026-08-31,2287,2026-07-28,9061000000,45.34,199845610.94,NP/EPS*close
5631,543153.35,2026-08-31,7380,2026-08-03,5932000000,80.6,73598014.888,NP/EPS*close
5706,1678795.838,2026-08-31,29345,2026-08-07,16824000000,294.08,57208922.742,NP/EPS*close
5711,739817.612,2026-08-31,5660,2026-08-06,51284000000,392.35,130709825.411,NP/EPS*close
5713,2992460.734,2026-08-31,11115,2026-08-10,87935000000,326.62,269227236.544,NP/EPS*close
5714,591342.201,2026-08-31,9998,2026-08-07,23452000000,396.51,59146049.28,NP/EPS*close
5801,2827866.456,2026-08-31,4020,2026-08-06,22229000000,31.6,703449367.089,NP/EPS*close
5802,6928393.33,2026-08-31,2221,2026-07-31,66414000000,21.29,3119492719.587,NP/EPS*close
5803,9112983.45,2026-08-31,5504,2026-08-07,80434000000,48.58,1655701934.953,NP/EPS*close
5830,1154736.345,2026-08-31,4020,2026-08-07,24350000000,84.77,287247847.116,NP/EPS*close
5831,1957288.377,2026-08-31,3688,2026-08-06,32740000000,61.69,530718106.662,NP/EPS*close
5832,635418.471,2026-08-31,3574,2026-07-30,13880000000,78.07,177789163.571,NP/EPS*close
5838,1119098.926,2026-08-31,6413,2026-08-06,20965000000,120.14,174504744.465,NP/EPS*close
5844,1413387.189,2026-08-31,4989,2026-07-31,20256000000,71.5,283300699.301,NP/EPS*close
5901,678500.903,2026-08-31,4508,2026-08-05,15334000000,101.88,150510404.397,NP/EPS*close
5929,762352.987,2026-08-31,3637,2026-08-10,4842000000,23.1,209610389.61,NP/EPS*close
5938,509089.918,2026-08-31,1771,2026-08-07,-3507000000,-12.2,287459016.393,NP/EPS*close
5947,500864.524,2026-08-31,3628,2026-08-06,6744000000,48.85,138055271.238,NP/EPS*close
5991,696052.248,2026-08-31,3436,2026-08-06,15726000000,77.63,202576323.586,NP/EPS*close
6005,371325.928,2026-08-31,3210,2026-08-07,4582000000,39.61,115677859.126,NP/EPS*close
6098,25369032.651,2026-08-31,18215,2026-08-07,202618000000,145.48,1392755017.872,NP/EPS*close
6113,803255.105,2026-08-31,2587.5,2026-08-06,5473000000,17.63,310436755.53,NP/EPS*close
6134,627144.087,2026-08-31,7134,2026-08-03,12622000000,143.58,87909179.551,NP/EPS*close
6136,305048.718,2026-08-31,3713,2026-07-10,12501000000,152.16,82156940.063,NP/EPS*close
6141,566921.611,2026-08-31,2990,2026-08-04,4378000000,23.09,189605889.996,NP/EPS*close
6146,6303839.878,2026-08-31,58120,2026-07-23,34221000000,315.51,108462489.303,NP/EPS*close
6178,6912933.426,2026-08-31,2486.5,2026-08-07,125303000000,45.07,2780186376.747,NP/EPS*close
6268,540425.782,2026-08-31,4611,2026-08-14,12515000000,106.78,117203596.179,NP/EPS*close
6269,663373.357,2026-08-31,9707,2026-08-07,36382000000,532.37,68339688.562,NP/EPS*close
6273,4459617.225,2026-08-31,70710,2026-08-07,67863000000,1076.01,63069116.458,NP/EPS*close
6301,6671511.325,2026-08-31,7438,2026-07-29,96153000000,107.2,896949626.866,NP/EPS*close
6302,688570.716,2026-08-31,5761,2026-08-04,22040000000,184.4,119522776.573,NP/EPS*close
6305,1220156.283,2026-08-31,5735,2026-07-30,28037000000,131.78,212756108.666,NP/EPS*close
6323,704630.967,2026-08-31,4063,2026-07-09,8210000000,47.34,173426277.989,NP/EPS*close
6326,3329756.358,2026-08-31,2932.5,2026-08-04,173681000000,152.96,1135466788.703,NP/EPS*close
6361,2137066.821,2026-08-31,4681,2026-08-14,33574000000,73.54,456540658.145,NP/EPS*close
6367,6041614.683,2026-08-31,21155,2026-08-04,80136000000,280.6,285588025.659,NP/EPS*close
6368,597495.25,2026-08-31,12995,2026-08-03,3436000000,74.73,45978857.219,NP/EPS*close
6370,879825.609,2026-08-31,8085,2026-08-06,14346000000,131.83,108821967.686,NP/EPS*close
6383,2138908.106,2026-08-31,5804,2026-08-06,43143000000,117.07,368523105.834,NP/EPS*close
6417,396589.824,2026-08-31,2008,2026-08-06,8074000000,40.88,197504892.368,NP/EPS*close
6436,274569.231,2026-08-31,3966,2026-07-28,819000000,11.83,69230769.231,NP/EPS*close
6448,1217045.704,2026-08-31,4906,2026-08-06,49947000000,201.34,248072911.493,NP/EPS*close
6457,251735.854,2026-08-31,4853,2026-08-07,3491000000,67.3,51872213.967,NP/EPS*close
6460,628807.29,2026-08-31,3102,2026-08-07,2169000000,10.7,202710280.374,NP/EPS*close
6465,798704.785,2026-08-31,5697,2026-08-06,22297000000,159.04,140197434.608,NP/EPS*close
6471,542776.576,2026-08-31,1109.5,2026-07-30,9701000000,19.83,489208270.298,NP/EPS*close
6472,223029.136,2026-08-31,374.8,2026-08-04,1928000000,3.24,595061728.395,NP/EPS*close
6473,684645.949,2026-08-31,2150.5,2026-07-31,13833000000,43.45,318365937.86,NP/EPS*close
6479,1357481.426,2026-08-31,3380,2026-08-05,21298000000,53.03,401621723.553,NP/EPS*close
6481,743268.796,2026-08-31,6634,2026-08-05,33744000000,301.18,112039312.039,NP/EPS*close
6501,24389893.466,2026-08-31,5438,2026-07-29,189450000000,42.24,4485085227.273,NP/EPS*close
6503,11429890.887,2026-08-31,5585,2026-07-31,109817000000,53.66,2046533730.898,NP/EPS*close
6504,2031608.193,2026-08-31,13850,2026-08-07,20696000000,141.09,146686512.155,NP/EPS*close
6506,1239385.714,2026-08-31,4780,2026-07-10,5445000000,21,259285714.286,NP/EPS*close
6525,2052964.342,2026-08-31,8787,2026-08-06,11558000000,49.47,233636547.402,NP/EPS*close
6526,350102.719,2026-08-31,1998,2026-07-29,-580000000,-3.31,175226586.103,NP/EPS*close
6532,1238551.007,2026-08-31,8192,2026-07-15,10733000000,70.99,151190308.494,NP/EPS*close
6544,278944.238,2026-08-31,1560,2026-08-06,1924000000,10.76,178810408.922,NP/EPS*close
6586,1366030.823,2026-08-31,5299,2026-07-29,22866000000,88.7,257790304.397,NP/EPS*close
6592,432037.008,2026-08-31,1764.5,2026-08-14,12693000000,51.84,244849537.037,NP/EPS*close
6632,146089.429,2026-08-31,1034,2026-08-03,989000000,7,141285714.286,NP/EPS*close
6645,1309906.342,2026-08-31,6661,2026-08-05,10635000000,54.08,196653106.509,NP/EPS*close
6674,537105.548,2026-08-31,5354,2026-08-05,7558000000,75.34,100318555.88,NP/EPS*close
6701,6509681.986,2026-08-31,4908,2026-07-29,49698000000,37.47,1326341072.858,NP/EPS*close
6702,6713292.088,2026-08-31,3869,2026-07-30,40134000000,23.13,1735149156.939,NP/EPS*close
