trade_date,market,section,item,column,value,unit,fetched_at
2026-08-19,東証,売買高・売買代金・騰落銘柄数,売買高,プライム,251136.0,万株,2026-08-20T18:32:59+09:00
2026-08-19,東証,売買高・売買代金・騰落銘柄数,年初来安値更新銘柄数,グロース,,,2026-08-20T18:32:59+09:00
2026-08-19,東証,売買高・売買代金・騰落銘柄数,年初来安値更新銘柄数,スタンダード,12.0,,2026-08-20T18:32:59+09:00
2026-08-19,東証,売買高・売買代金・騰落銘柄数,年初来安値更新銘柄数,プライム,15.0,,2026-08-20T18:32:59+09:00
2026-08-19,東証,売買高・売買代金・騰落銘柄数,年初来高値更新銘柄数,グロース,,,2026-08-20T18:32:59+09:00
2026-08-19,東証,売買高・売買代金・騰落銘柄数,年初来高値更新銘柄数,スタンダード,25.0,,2026-08-20T18:32:59+09:00
2026-08-19,東証,売買高・売買代金・騰落銘柄数,年初来高値更新銘柄数,プライム,34.0,,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,JPX日経400,予想,1.93,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,JPX日経400,前期基準,1.81,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,グロース全銘柄,予想,0.98,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,グロース全銘柄,前期基準,0.86,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,グロース全銘柄（加重）,予想,0.69,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,グロース全銘柄（加重）,前期基準,0.56,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄,予想,2.48,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄,前期基準,2.47,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄（加重）,予想,2.43,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄（加重）,前期基準,2.6,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,プライム全銘柄,予想,2.44,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,プライム全銘柄,前期基準,2.21,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,プライム全銘柄（加重）,予想,2.12,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,プライム全銘柄（加重）,前期基準,1.94,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,日経300,予想,1.95,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,日経300,前期基準,1.79,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,日経平均,予想,1.71,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,平均配当利回り（売買単位換算）,日経平均,前期基準,1.54,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,時価総額(普通株式ベース),グロース,96452.0,億円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,時価総額(普通株式ベース),スタンダード,334552.0,億円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,時価総額(普通株式ベース),プライム,13351190.0,億円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,時価総額(発行済み株式ベース),グロース,96756.0,億円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,時価総額(発行済み株式ベース),スタンダード,337567.0,億円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,時価総額(発行済み株式ベース),プライム,13367247.0,億円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,普通株式数,グロース,13273.0,百万株,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,普通株式数,スタンダード,33258.0,百万株,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,普通株式数,プライム,546346.0,百万株,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,発行済み株式数,グロース,13395.0,百万株,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,発行済み株式数,スタンダード,33568.0,百万株,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,発行済み株式数,プライム,548797.0,百万株,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,１株当たり時価（普通株式ベース）,グロース,726.66,円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,１株当たり時価（普通株式ベース）,スタンダード,1005.9,円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,１株当たり時価（普通株式ベース）,プライム,2443.72,円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,１株当たり時価（発行済み株式ベース）,グロース,722.3,円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,１株当たり時価（発行済み株式ベース）,スタンダード,1005.61,円,2026-08-20T18:32:59+09:00
2026-08-19,東証,時価情報,１株当たり時価（発行済み株式ベース）,プライム,2435.73,円,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,JPX日経400,予想,17.37,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,JPX日経400,前期基準,18.09,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,グロース全銘柄,予想,33.63,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,グロース全銘柄,前期基準,52.52,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,スタンダード全銘柄,予想,14.1,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,スタンダード全銘柄,前期基準,17.36,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,プライム全銘柄,予想,16.51,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,プライム全銘柄,前期基準,19.07,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,日経300,予想,17.49,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,日経300,前期基準,18.95,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,日経500平均,予想,17.34,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,日経500平均,前期基準,19.18,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,日経平均,予想,16.84,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株価収益率（連結決算ベース）,日経平均,前期基準,19.91,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,株式益回り（連結決算ベース）,プライム全銘柄,予想,6.05,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,株式益回り（連結決算ベース）,プライム全銘柄,前期基準,5.24,％,2026-08-20T18:32:59+09:00
2026-08-19,東証,純資産倍率（連結決算ベース）,JPX日経400,純資産倍率,1.87,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,純資産倍率（連結決算ベース）,グロース全銘柄,純資産倍率,3.37,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,純資産倍率（連結決算ベース）,スタンダード全銘柄,純資産倍率,1.11,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,純資産倍率（連結決算ベース）,プライム全銘柄,純資産倍率,1.71,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,純資産倍率（連結決算ベース）,日経300,純資産倍率,1.78,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,純資産倍率（連結決算ベース）,日経500平均,純資産倍率,1.73,倍,2026-08-20T18:32:59+09:00
2026-08-19,東証,純資産倍率（連結決算ベース）,日経平均,純資産倍率,1.84,倍,2026-08-20T18:32:59+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,上場銘柄数,グロース,,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,上場銘柄数,スタンダード,1559.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,上場銘柄数,プライム,1556.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,値上がり銘柄数,グロース,,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,値上がり銘柄数,スタンダード,724.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,値上がり銘柄数,プライム,883.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,値下がり銘柄数,グロース,,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,値下がり銘柄数,スタンダード,593.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,値下がり銘柄数,プライム,622.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,値付き率,グロース,,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,値付き率,スタンダード,97.95,%,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,値付き率,プライム,100.0,%,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,商い成立銘柄数,グロース,,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,商い成立銘柄数,スタンダード,1527.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,商い成立銘柄数,プライム,1556.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,売買代金,グロース,156584.0,百万円,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,売買代金,スタンダード,181910.0,百万円,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,売買代金,プライム,7913432.0,百万円,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,売買単価,グロース,308.5,円,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,売買単価,スタンダード,308.1,円,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,売買単価,プライム,3583.0,円,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,売買高,グロース,50749.0,万株,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,売買高,スタンダード,59031.0,万株,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,売買高,プライム,220859.0,万株,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,年初来安値更新銘柄数,グロース,,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,年初来安値更新銘柄数,スタンダード,9.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,年初来安値更新銘柄数,プライム,2.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,年初来高値更新銘柄数,グロース,,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,年初来高値更新銘柄数,スタンダード,28.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,売買高・売買代金・騰落銘柄数,年初来高値更新銘柄数,プライム,81.0,,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,JPX日経400,予想,1.91,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,JPX日経400,前期基準,1.79,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,グロース全銘柄,予想,0.96,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,グロース全銘柄,前期基準,0.84,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,グロース全銘柄（加重）,予想,0.66,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,グロース全銘柄（加重）,前期基準,0.54,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄,予想,2.46,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄,前期基準,2.45,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄（加重）,予想,2.4,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄（加重）,前期基準,2.56,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,プライム全銘柄,予想,2.4,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,プライム全銘柄,前期基準,2.18,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,プライム全銘柄（加重）,予想,2.09,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,プライム全銘柄（加重）,前期基準,1.91,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,日経300,予想,1.93,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,日経300,前期基準,1.77,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,日経平均,予想,1.68,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,平均配当利回り（売買単位換算）,日経平均,前期基準,1.52,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,時価総額(普通株式ベース),グロース,100339.0,億円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,時価総額(普通株式ベース),スタンダード,339383.0,億円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,時価総額(普通株式ベース),プライム,13557969.0,億円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,時価総額(発行済み株式ベース),グロース,100644.0,億円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,時価総額(発行済み株式ベース),スタンダード,342328.0,億円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,時価総額(発行済み株式ベース),プライム,13575009.0,億円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,普通株式数,グロース,13328.0,百万株,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,普通株式数,スタンダード,33289.0,百万株,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,普通株式数,プライム,546325.0,百万株,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,発行済み株式数,グロース,13451.0,百万株,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,発行済み株式数,スタンダード,33598.0,百万株,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,発行済み株式数,プライム,548777.0,百万株,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,１株当たり時価（普通株式ベース）,グロース,752.8,円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,１株当たり時価（普通株式ベース）,スタンダード,1019.49,円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,１株当たり時価（普通株式ベース）,プライム,2481.66,円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,１株当たり時価（発行済み株式ベース）,グロース,748.22,円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,１株当たり時価（発行済み株式ベース）,スタンダード,1018.86,円,2026-08-21T18:34:34+09:00
2026-08-21,東証,時価情報,１株当たり時価（発行済み株式ベース）,プライム,2473.68,円,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,JPX日経400,予想,17.61,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,JPX日経400,前期基準,18.34,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,グロース全銘柄,予想,34.94,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,グロース全銘柄,前期基準,54.64,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,スタンダード全銘柄,予想,14.34,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,スタンダード全銘柄,前期基準,17.55,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,プライム全銘柄,予想,16.76,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,プライム全銘柄,前期基準,19.37,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,日経300,予想,17.74,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,日経300,前期基準,19.22,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,日経500平均,予想,17.58,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,日経500平均,前期基準,19.44,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,日経平均,予想,17.11,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株価収益率（連結決算ベース）,日経平均,前期基準,20.22,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,株式益回り（連結決算ベース）,プライム全銘柄,予想,5.96,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,株式益回り（連結決算ベース）,プライム全銘柄,前期基準,5.16,％,2026-08-21T18:34:34+09:00
2026-08-21,東証,純資産倍率（連結決算ベース）,JPX日経400,純資産倍率,1.89,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,純資産倍率（連結決算ベース）,グロース全銘柄,純資産倍率,3.5,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,純資産倍率（連結決算ベース）,スタンダード全銘柄,純資産倍率,1.13,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,純資産倍率（連結決算ベース）,プライム全銘柄,純資産倍率,1.73,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,純資産倍率（連結決算ベース）,日経300,純資産倍率,1.8,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,純資産倍率（連結決算ベース）,日経500平均,純資産倍率,1.76,倍,2026-08-21T18:34:34+09:00
2026-08-21,東証,純資産倍率（連結決算ベース）,日経平均,純資産倍率,1.87,倍,2026-08-21T18:34:34+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,上場銘柄数,グロース,,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,上場銘柄数,スタンダード,1559.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,上場銘柄数,プライム,1556.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,値上がり銘柄数,グロース,,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,値上がり銘柄数,スタンダード,855.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,値上がり銘柄数,プライム,843.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,値下がり銘柄数,グロース,,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,値下がり銘柄数,スタンダード,506.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,値下がり銘柄数,プライム,662.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,値付き率,グロース,,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,値付き率,スタンダード,98.78,%,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,値付き率,プライム,100.0,%,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,商い成立銘柄数,グロース,,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,商い成立銘柄数,スタンダード,1540.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,商い成立銘柄数,プライム,1556.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,売買代金,グロース,179074.0,百万円,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,売買代金,スタンダード,173524.0,百万円,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,売買代金,プライム,7063630.0,百万円,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,売買単価,グロース,374.8,円,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,売買単価,スタンダード,303.4,円,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,売買単価,プライム,3752.5,円,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,売買高,グロース,47775.0,万株,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,売買高,スタンダード,57188.0,万株,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,売買高,プライム,188234.0,万株,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,年初来安値更新銘柄数,グロース,,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,年初来安値更新銘柄数,スタンダード,5.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,年初来安値更新銘柄数,プライム,0.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,年初来高値更新銘柄数,グロース,,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,年初来高値更新銘柄数,スタンダード,36.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,売買高・売買代金・騰落銘柄数,年初来高値更新銘柄数,プライム,91.0,,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,JPX日経400,予想,1.9,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,JPX日経400,前期基準,1.79,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,グロース全銘柄,予想,0.96,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,グロース全銘柄,前期基準,0.84,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,グロース全銘柄（加重）,予想,0.66,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,グロース全銘柄（加重）,前期基準,0.54,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄,予想,2.46,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄,前期基準,2.44,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄（加重）,予想,2.38,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,スタンダード全銘柄（加重）,前期基準,2.54,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,プライム全銘柄,予想,2.4,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,プライム全銘柄,前期基準,2.18,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,プライム全銘柄（加重）,予想,2.09,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,プライム全銘柄（加重）,前期基準,1.91,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,日経300,予想,1.92,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,日経300,前期基準,1.76,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,日経平均,予想,1.68,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,平均配当利回り（売買単位換算）,日経平均,前期基準,1.52,％,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,時価総額(普通株式ベース),グロース,100464.0,億円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,時価総額(普通株式ベース),スタンダード,341686.0,億円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,時価総額(普通株式ベース),プライム,13554176.0,億円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,時価総額(発行済み株式ベース),グロース,100769.0,億円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,時価総額(発行済み株式ベース),スタンダード,344593.0,億円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,時価総額(発行済み株式ベース),プライム,13570968.0,億円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,普通株式数,グロース,13328.0,百万株,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,普通株式数,スタンダード,33304.0,百万株,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,普通株式数,プライム,546322.0,百万株,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,発行済み株式数,グロース,13451.0,百万株,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,発行済み株式数,スタンダード,33614.0,百万株,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,発行済み株式数,プライム,548773.0,百万株,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,１株当たり時価（普通株式ベース）,グロース,753.73,円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,１株当たり時価（普通株式ベース）,スタンダード,1025.93,円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,１株当たり時価（普通株式ベース）,プライム,2480.98,円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,１株当たり時価（発行済み株式ベース）,グロース,749.15,円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,１株当たり時価（発行済み株式ベース）,スタンダード,1025.13,円,2026-08-25T18:33:25+09:00
2026-08-24,東証,時価情報,１株当たり時価（発行済み株式ベース）,プライム,2472.96,円,2026-08-25T18:33:25+09:00
2026-08-24,東証,株価収益率（連結決算ベース）,JPX日経400,予想,17.63,倍,2026-08-25T18:33:25+09:00
2026-08-24,東証,株価収益率（連結決算ベース）,JPX日経400,前期基準,18.37,倍,2026-08-25T18:33:25+09:00
2026-08-24,東証,株価収益率（連結決算ベース）,グロース全銘柄,予想,34.85,倍,2026-08-25T18:33:25+09:00
2026-08-24,東証,株価収益率（連結決算ベース）,グロース全銘柄,前期基準,54.71,倍,2026-08-25T18:33:25+09:00
2026-08-24,東証,株価収益率（連結決算ベース）,スタンダード全銘柄,予想,14.44,倍,2026-08-25T18:33:25+09:00
2026-08-24,東証,株価収益率（連結決算ベース）,スタンダード全銘柄,前期基準,17.67,倍,2026-08-25T18:33:25+09:00
