date,level,major,sector,name,change,count,weight_sum,market_cap_trillion,avg_market_cap_trillion,market_cap_count
2026-08-27,sector,外需・グローバル景気,,精密,-0.6256,13,,24.6172,2.0514,12
2026-08-27,sector,外需・グローバル景気,,素材,0.3985,23,,20.7682,0.903,23
2026-08-27,sector,外需・グローバル景気,,自動車,-0.4689,31,,88.4691,2.949,30
2026-08-27,sector,外需・グローバル景気,,重工・防衛,2.0715,5,,19.7192,3.9438,5
2026-08-27,sector,外需・グローバル景気,,電機・電子,0.261,25,,95.2332,3.8093,25
2026-08-27,sector,資源・市況,,エネルギー・資源,0.9113,6,,12.0126,2.0021,6
2026-08-27,sector,資源・市況,,海運,-0.6692,3,,7.4536,2.4845,3
2026-08-27,sector,資源・市況,,素材・化学,0.8004,10,,6.9188,0.6919,10
2026-08-27,sector,資源・市況,,総合商社,-0.2341,7,,73.1902,10.4557,7
2026-08-27,sector,資源・市況,,鉄鋼,-0.6522,6,,7.2779,1.213,6
2026-08-27,sector,資源・市況,,非鉄・電線,0.7241,8,,29.8109,3.7264,8
2026-08-27,sector,内需・国内景気,,サービス・卸売,-0.2773,16,,35.6781,2.2299,16
2026-08-27,sector,内需・国内景気,,ヘルスケア,-0.6478,8,,3.3522,0.4789,7
2026-08-27,sector,内需・国内景気,,メディア,-1.3501,3,,2.4142,0.8047,3
2026-08-27,sector,内需・国内景気,,国内情報通信,0.8196,28,,63.2436,2.2587,28
2026-08-27,sector,内需・国内景気,,国内消費,-0.5959,47,,44.8881,0.9758,46
2026-08-27,sector,内需・国内景気,,建設・不動産,0.1131,39,,45.4036,1.1948,38
2026-08-27,sector,内需・国内景気,,運輸・物流,0.0774,33,,35.7713,1.084,33
2026-08-27,sector,金融・金利敏感,,金融,0.0932,46,,201.2171,4.4715,45
2026-08-27,sector,ディフェンシブ・公共,,ディフェンシブ消費,-0.628,31,,45.6431,1.4724,31
2026-08-27,sector,ディフェンシブ・公共,,公益,-0.4312,14,,14.4327,1.0309,14
2026-08-27,sector,ディフェンシブ・公共,,医薬品,-0.4892,16,,46.6685,3.1112,15
2026-08-27,industry,外需・グローバル景気,IT・通信,IT・通信,1.0275,3,,42.6907,14.2302,3
2026-08-27,industry,外需・グローバル景気,グローバル消費,グローバル消費,-0.0686,5,,28.6872,5.7374,5
2026-08-27,industry,外需・グローバル景気,コンテンツ,ゲーム・コンテンツ,-0.9573,14,,52.119,3.7228,14
2026-08-27,industry,外需・グローバル景気,半導体,半導体デバイス・メモリ,2.4026,5,,37.4345,9.3586,4
2026-08-27,industry,外需・グローバル景気,半導体,半導体材料,0.7573,10,,29.4313,2.9431,10
2026-08-27,industry,外需・グローバル景気,半導体,半導体製造装置,0.4215,9,,67.8236,7.536,9
2026-08-27,industry,外需・グローバル景気,専門商社,専門商社,1.3386,4,,1.8644,0.4661,4
2026-08-27,industry,外需・グローバル景気,機械,FA・制御,-0.1975,10,,39.0162,3.9016,10
2026-08-27,industry,外需・グローバル景気,機械,工作機械,-0.1383,4,,2.3223,0.5806,4
2026-08-27,industry,外需・グローバル景気,機械,産業・建設機械,-0.0457,10,,23.8219,2.3822,10
2026-08-27,industry,外需・グローバル景気,精密,精密医療,-0.9431,8,,20.9195,2.9885,7
2026-08-27,industry,外需・グローバル景気,精密,精密機械,-0.1177,5,,3.6977,0.7395,5
2026-08-27,industry,外需・グローバル景気,素材,化学・機能材料,0.3789,18,,16.031,0.8906,18
2026-08-27,industry,外需・グローバル景気,素材,素材・建材,0.4692,5,,4.7372,0.9474,5
2026-08-27,industry,外需・グローバル景気,自動車,タイヤ・ゴム,-1.0161,4,,7.9342,1.9836,4
2026-08-27,industry,外需・グローバル景気,自動車,完成車,-1.0156,9,,64.4188,7.1576,9
2026-08-27,industry,外需・グローバル景気,自動車,自動車部品,-0.074,18,,16.1161,0.948,17
2026-08-27,industry,外需・グローバル景気,重工・防衛,重工・防衛,2.0715,5,,19.7192,3.9438,5
2026-08-27,industry,外需・グローバル景気,電機・電子,民生・事務機器,0.1031,7,,10.8854,1.5551,7
2026-08-27,industry,外需・グローバル景気,電機・電子,重電・電池,0.865,5,,49.8012,9.9602,5
2026-08-27,industry,外需・グローバル景気,電機・電子,電子部品・電子機器,0.1137,13,,34.5465,2.6574,13
2026-08-27,industry,資源・市況,エネルギー・資源,石油・ガス・資源,0.9113,6,,12.0126,2.0021,6
2026-08-27,industry,資源・市況,海運,海運,-0.6692,3,,7.4536,2.4845,3
2026-08-27,industry,資源・市況,素材・化学,基礎化学,0.8374,7,,5.3098,0.7585,7
2026-08-27,industry,資源・市況,素材・化学,紙・炭素,0.7141,3,,1.609,0.5363,3
2026-08-27,industry,資源・市況,総合商社,総合商社,-0.2341,7,,73.1902,10.4557,7
2026-08-27,industry,資源・市況,鉄鋼,鉄鋼,-0.6522,6,,7.2779,1.213,6
2026-08-27,industry,資源・市況,非鉄・電線,電線,3.4516,3,,19.8144,6.6048,3
2026-08-27,industry,資源・市況,非鉄・電線,非鉄金属,-0.9124,5,,9.9965,1.9993,5
2026-08-27,industry,内需・国内景気,サービス・卸売,人材・コンサル,0.1873,6,,27.7671,4.6279,6
2026-08-27,industry,内需・国内景気,サービス・卸売,業務サービス・卸売,-0.556,10,,7.9109,0.7911,10
2026-08-27,industry,内需・国内景気,ヘルスケア,医療サービス・機器,-0.0988,4,,1.6386,0.5462,3
2026-08-27,industry,内需・国内景気,ヘルスケア,医薬品卸,-1.1967,4,,1.7136,0.4284,4
2026-08-27,industry,内需・国内景気,メディア,テレビ・放送,-1.3501,3,,2.4142,0.8047,3
2026-08-27,industry,内需・国内景気,国内情報通信,B2B,1.444,16,,13.861,0.8663,16
2026-08-27,industry,内需・国内景気,国内情報通信,B2C,0.2396,6,,8.3815,1.3969,6
2026-08-27,industry,内需・国内景気,国内情報通信,通信インフラ,-0.2654,6,,41.0011,6.8335,6
2026-08-27,industry,内需・国内景気,国内消費,レジャー・娯楽,-1.1897,3,,0.8365,0.4182,2
2026-08-27,industry,内需・国内景気,国内消費,余剰小売,-0.6979,11,,12.6096,1.1463,11
2026-08-27,industry,内需・国内景気,国内消費,外食,-0.1735,4,,1.6145,0.4036,4
2026-08-27,industry,内需・国内景気,国内消費,生活小売,-0.6726,22,,26.5696,1.2077,22
2026-08-27,industry,内需・国内景気,国内消費,食品・生活用品,-0.1814,7,,3.258,0.4654,7
2026-08-27,industry,内需・国内景気,建設・不動産,不動産,-0.4574,13,,24.2058,1.862,13
2026-08-27,industry,内需・国内景気,建設・不動産,住宅・建材,0.1813,6,,3.8553,0.6425,6
2026-08-27,industry,内需・国内景気,建設・不動産,建設・土木,0.5271,13,,12.3461,1.0288,12
2026-08-27,industry,内需・国内景気,建設・不動産,設備工事,0.3451,7,,4.9965,0.7138,7
2026-08-27,industry,内需・国内景気,運輸・物流,航空・空港,0.3034,3,,3.3672,1.1224,3
2026-08-27,industry,内需・国内景気,運輸・物流,鉄道,0.0493,19,,19.1481,1.0078,19
2026-08-27,industry,内需・国内景気,運輸・物流,陸運・物流,0.0641,11,,13.2559,1.2051,11
2026-08-27,industry,金融・金利敏感,金融,クレジット,-1.0291,3,,1.8975,0.6325,3
2026-08-27,industry,金融・金利敏感,金融,メガバンク,0.6813,3,,89.2071,29.7357,3
2026-08-27,industry,金融・金利敏感,金融,リース,-0.3307,3,,3.7386,1.2462,3
2026-08-27,industry,金融・金利敏感,金融,他金融,0.0685,3,,7.5749,3.7874,2
2026-08-27,industry,金融・金利敏感,金融,他銀行,0.2747,23,,45.801,1.9913,23
2026-08-27,industry,金融・金利敏感,金融,生損保,-0.1924,7,,40.5514,5.7931,7
2026-08-27,industry,金融・金利敏感,金融,証券,0.2861,4,,12.4466,3.1116,4
2026-08-27,industry,ディフェンシブ・公共,ディフェンシブ消費,奢侈品,-0.5367,3,,19.0209,6.3403,3
2026-08-27,industry,ディフェンシブ・公共,ディフェンシブ消費,生活品,-0.6378,28,,26.6222,0.9508,28
2026-08-27,industry,ディフェンシブ・公共,公益,ガス,-0.044,4,,4.9558,1.2389,4
2026-08-27,industry,ディフェンシブ・公共,公益,電力,-0.5861,10,,9.4769,0.9477,10
2026-08-27,industry,ディフェンシブ・公共,医薬品,医薬品,-0.4892,16,,46.6685,3.1112,15
