日付,終値,始値,高値,安値,出来高,変化率 %
2009/2/6,332.13,335.43,336.48,330.86,,-0.75%
2009/2/5,334.63,338.95,339.9,333.63,,-1.27%
2009/2/4,338.93,337.12,340.06,336.73,,1.00%
2009/2/3,335.58,337.73,341.83,335.58,,-0.01%
2009/2/2,335.62,339.63,343.84,334.29,,-1.20%
2009/1/30,339.69,336.95,340.35,334.41,,0.54%
2009/1/29,337.88,340.65,342.91,335.6,,0.01%
2009/1/28,337.85,331.48,339.58,331.15,,2.19%
2009/1/27,330.61,324.64,331.06,324.48,,2.33%
2009/1/26,323.09,330.28,332.76,323.09,,-1.99%
2009/1/23,329.66,326.9,334.03,326.39,,0.60%
2009/1/22,327.7,326.84,327.91,321.59,,0.95%
2009/1/21,324.63,326.1,328.92,322.6,,-1.59%
2009/1/20,329.86,336.51,337.19,328.37,,-2.57%
2009/1/19,338.57,337.83,341.03,336.21,,1.03%
2009/1/16,335.13,332.43,335.13,329.77,,1.49%
2009/1/15,330.2,331.37,331.75,326.91,,-1.53%
2009/1/14,335.33,330.47,336.22,330.4,,1.75%
2009/1/13,329.55,331.41,331.48,327,,-1.73%
2009/1/9,335.34,335.34,337.47,332.55,,0.16%
2009/1/8,334.79,337.77,338.06,333.85,,-1.61%
2009/1/7,340.27,345.76,348.67,338.34,,-1.05%
2009/1/6,343.88,332.4,347.17,331.73,,4.05%
2009/1/5,330.51,327.23,330.51,326.97,,2.18%
2008/12/30,323.47,325.5,325.77,323.08,,-0.57%
2008/12/29,325.34,316.9,325.34,316.45,,3.04%
2008/12/26,315.73,314.92,316.23,313.38,,0.23%
2008/12/25,314.99,319.24,319.56,308.65,,-1.38%
2008/12/24,319.41,326.77,326.99,318.64,,-2.78%
2008/12/22,328.54,322.95,328.79,322.16,,1.89%
2008/12/19,322.46,327.52,328.38,322.16,,-1.62%
2008/12/18,327.78,325.72,328.74,324.76,,0.58%
2008/12/17,325.89,332.95,335.1,323.68,,-0.97%
2008/12/16,329.07,321.15,330.89,320.29,,2.79%
2008/12/15,320.13,310.89,320.13,310.71,,3.83%
2008/12/12,308.31,311.81,314.34,305.91,,-1.77%
2008/12/11,313.86,319.01,319.01,312.29,,-1.31%
2008/12/10,318.02,315.55,319.91,314.93,,0.00%
2008/12/9,318.02,316.52,319.94,313.17,,1.33%
2008/12/8,313.86,302.42,314.88,300.04,,4.65%
2008/12/5,299.9,301.6,301.65,295.34,,-0.60%
2008/12/4,301.71,309.17,311.86,300.26,,-1.79%
2008/12/3,307.21,312.23,315.81,305.92,,-0.89%
2008/12/2,309.96,311.71,313.82,306.39,,-1.40%
2008/12/1,314.35,314.6,315.84,311.07,,0.19%
2008/11/28,313.76,303.58,313.86,303.4,,3.35%
2008/11/27,303.59,306.73,310.33,302.22,,-0.14%
2008/11/26,304.01,306.92,309.88,303.8,,-1.10%
2008/11/25,307.38,309.07,317.52,305.83,,0.63%
2008/11/21,305.45,292.37,305.91,285.56,,3.27%
2008/11/20,295.78,307.66,307.69,295.48,,-4.86%
2008/11/19,310.9,318.51,320.27,309.32,,-2.05%
2008/11/18,317.41,328.22,329.2,316.88,,-3.28%
2008/11/17,328.18,323.75,331.67,321.39,,1.40%
2008/11/14,323.64,330.51,336.9,321.2,,-1.15%
2008/11/13,327.42,335.85,335.85,324.73,,-3.62%
2008/11/12,339.71,343.75,344.52,338.87,,-1.46%
2008/11/11,344.73,338.48,348.34,338.05,,2.01%
2008/11/10,337.95,332.49,343.08,332.48,,2.83%
2008/11/7,328.64,321.39,331.58,315.68,,1.23%
2008/11/6,324.65,331.77,331.81,322.94,,-3.23%
2008/11/5,335.49,321.65,337.57,321.6,,5.52%
2008/11/4,317.93,302.42,318.85,302.38,,6.25%
2008/10/31,299.24,295.51,300.35,291.82,,1.51%
2008/10/30,294.78,281.13,297.05,281.13,,5.48%
2008/10/29,279.47,279.25,295.3,276.32,,1.42%
2008/10/28,275.57,274.16,276.08,255.95,,-0.52%
2008/10/27,277.01,293.96,296.97,274.29,,-6.66%
2008/10/24,296.79,310.87,311.72,296.22,,-4.63%
2008/10/23,311.21,319.4,319.4,301.89,,-3.72%
2008/10/22,323.24,331.38,334.19,321.17,,-2.56%
2008/10/21,331.74,329.25,336.71,329.25,,1.94%
2008/10/20,325.42,312.39,325.59,312.39,,4.72%
2008/10/17,310.76,307.09,319.49,307.09,,2.27%
2008/10/16,303.87,312.18,312.18,296.21,,-4.02%
2008/10/15,316.6,304.43,317.48,304.27,,4.33%
2008/10/14,303.45,273.26,303.6,273.26,,12.64%
2008/10/10,269.41,284.35,284.36,261.61,,-6.50%
2008/10/9,288.13,272.01,291.77,270.1,,6.05%
2008/10/8,271.68,300.11,300.18,270.74,,-10.65%
2008/10/7,304.07,315.88,315.88,290.29,,-5.15%
2008/10/6,320.59,352.44,352.46,318.75,,-9.86%
2008/10/3,355.65,372.16,372.16,350.3,,-4.87%
2008/10/2,373.84,394.82,396.34,372.98,,-4.89%
2008/10/1,393.05,406.45,410.03,392.92,,-2.40%
2008/9/30,402.71,407.52,407.52,391.38,,-2.42%
2008/9/29,412.71,426.84,429.63,411.77,,-3.41%
2008/9/26,427.27,435.87,439.58,425.23,,-1.93%
2008/9/25,435.69,434.5,441.05,434.06,,-0.62%
2008/9/24,438.4,444.62,445.11,438.4,,-1.62%
2008/9/22,445.64,452.16,457.03,445.39,,-0.48%
2008/9/19,447.79,443.69,449.53,443.57,,1.71%
2008/9/18,440.26,435.78,440.5,429.74,,0.05%
2008/9/17,440.03,438.7,448.69,438.19,,1.37%
2008/9/16,434.07,430.99,439.2,404.38,,-0.71%
2008/9/12,437.16,427.87,437.16,427.86,,3.05%
2008/9/11,424.23,436.64,440.69,423.69,,-3.12%
2008/9/10,437.88,426.85,438.81,420.26,,1.84%
2008/9/9,429.97,440.26,440.32,428.44,,-2.51%
2008/9/8,441.03,427.86,442.22,427.86,,3.89%
2008/9/5,424.5,425.87,425.87,414.57,,-1.34%
2008/9/4,430.26,445.94,446.2,428.84,,-4.13%
2008/9/3,448.78,463.94,466.01,446.86,,-2.55%
2008/9/2,460.53,465.83,472.39,456.86,,-1.60%
2008/9/1,468.01,465.28,476.29,465.11,,0.69%
2008/8/29,464.79,459.88,464.79,459.76,,1.88%
2008/8/28,456.22,463.39,466.39,455.43,,-0.72%
2008/8/27,459.55,445.64,460.98,444.83,,2.94%
2008/8/26,446.41,443.04,446.89,440.81,,0.04%
2008/8/25,446.21,445.82,450.34,445.7,,0.98%
2008/8/22,441.89,449.62,450.12,441,,-2.31%
2008/8/21,452.33,452.61,455.37,450.08,,0.15%
2008/8/20,451.65,441.82,451.89,440.77,,1.67%
2008/8/19,444.24,439.14,444.24,438.32,,0.38%
2008/8/18,442.58,436.88,443.77,434.55,,0.92%
2008/8/15,438.56,445.06,445.98,434.91,,-1.46%
2008/8/14,445.05,451.85,453.06,441.95,,-2.55%
2008/8/13,456.68,469,469.26,455.02,,-3.44%
2008/8/12,472.93,477.47,480.29,472.1,,-0.70%
2008/8/11,476.26,475.98,480.83,473.91,,0.95%
2008/8/8,471.76,470.23,476.11,463.13,,-0.71%
2008/8/7,475.14,480.89,481.26,472.25,,-1.47%
2008/8/6,482.25,476.67,483.35,476.67,,2.06%
2008/8/5,472.52,476.85,477.12,470.49,,-0.83%
2008/8/4,476.47,494.48,495.48,475.88,,-4.00%
2008/8/1,496.32,507.42,507.42,494.98,,-2.69%
2008/7/31,510.06,519.61,519.77,505.48,,-2.14%
2008/7/30,521.22,530.39,532.31,519.78,,-1.12%
2008/7/29,527.1,528.02,529.32,523.72,,-1.21%
2008/7/28,533.55,522.55,536.09,522.55,,2.97%
2008/7/25,518.17,526.93,526.93,518.17,,-2.79%
2008/7/24,533.06,508.29,535.03,508.2,,5.13%
2008/7/23,507.06,484.54,507.27,483.95,,5.17%
2008/7/22,482.14,497.85,498.67,477.63,,-3.15%
2008/7/18,497.83,501.89,504.98,494.46,,-0.27%
2008/7/17,499.18,490.02,502,490.02,,2.94%
2008/7/16,484.93,488.51,489.94,481.76,,-1.37%
2008/7/15,491.66,513.52,513.52,489.25,,-4.68%
2008/7/14,515.81,514.64,521.89,511.5,,-0.33%
2008/7/11,517.53,516.77,518.15,513.61,,0.02%
2008/7/10,517.41,520.52,522.4,515.82,,-1.29%
2008/7/9,524.18,535.73,537.89,522.89,,-1.68%
2008/7/8,533.14,542.29,544.1,532.39,,-1.92%
2008/7/7,543.59,540.12,543.59,535.34,,0.61%
2008/7/4,540.29,544.52,550.9,534.65,,-0.50%
2008/7/3,543.03,545.26,548.59,542.06,,-1.13%
2008/7/2,549.23,550.71,555.73,543.09,,-0.12%
2008/7/1,549.9,540.13,551.38,538.94,,1.77%
2008/6/30,540.35,545.84,546.06,539.47,,-1.19%
2008/6/27,546.88,559.7,559.7,544.09,,-3.56%
2008/6/26,567.08,571.28,575.64,566.29,,-0.29%
2008/6/25,568.74,579.25,580.01,563.7,,-2.39%
2008/6/24,582.66,592.84,592.84,582.66,,-2.09%
2008/6/23,595.09,591.55,595.66,586.72,,-0.35%
2008/6/20,597.16,605.13,606.1,595.25,,-1.42%
2008/6/19,605.76,617.91,619.08,604.04,,-2.58%
2008/6/18,621.78,617.85,623.48,617.34,,0.69%
2008/6/17,617.54,604.11,618,604.02,,2.51%
2008/6/16,602.41,603.57,604.89,597.87,,-0.20%
2008/6/13,603.6,605.31,610.35,597.65,,0.37%
2008/6/12,601.4,601.12,609.41,595.63,,-0.51%
2008/6/11,604.48,602.73,606.5,595.98,,0.59%
2008/6/10,600.91,630.28,631.46,600.91,,-4.41%
2008/6/9,628.62,630.77,632.96,624.19,,-1.53%
2008/6/6,638.4,647.69,648.89,636.63,,-1.12%
2008/6/5,645.66,650.54,653.03,641.95,,-0.84%
2008/6/4,651.1,659.43,659.43,650,,-1.26%
2008/6/3,659.42,667.04,667.9,657.1,,-1.53%
2008/6/2,669.69,655.94,669.69,654.7,,2.66%
2008/5/30,652.35,651.25,655.07,649.66,,0.47%
2008/5/29,649.29,643.42,649.29,639.85,,0.95%
2008/5/28,643.17,654.38,655.27,642.14,,-1.35%
2008/5/27,651.97,661.05,662.43,649.36,,-1.02%
2008/5/26,658.7,667.58,673.39,658.7,,-0.94%
2008/5/23,664.97,660.34,666.25,655.48,,1.09%
2008/5/22,657.83,653.55,659.32,649.96,,0.19%
2008/5/21,656.6,653.11,658.41,651.5,,-0.08%
2008/5/20,657.12,658.98,661.09,652.75,,-0.19%
2008/5/19,658.34,654.06,665.04,651.75,,0.90%
2008/5/16,652.47,666.12,666.14,647.87,,-1.87%
2008/5/15,664.88,665.24,671.56,662.68,,0.69%
2008/5/14,660.31,644.95,661.68,644.91,,2.10%
2008/5/13,646.74,639.97,646.74,639.32,,1.70%
2008/5/12,635.92,638.91,639.4,630.93,,-1.13%
2008/5/9,643.22,662.74,664.24,638.95,,-2.41%
2008/5/8,659.09,626.26,660.18,625.52,,5.19%
2008/5/7,626.57,615.25,626.83,614.82,,2.59%
2008/5/2,610.75,607.73,611.49,606.15,,1.02%
2008/5/1,604.57,613.23,613.97,601.83,,-1.04%
2008/4/30,610.94,601.59,614.42,599.23,,1.59%
2008/4/28,601.38,612.4,612.42,599.05,,-1.60%
2008/4/25,611.13,618.15,618.57,610.6,,-0.67%
2008/4/24,615.25,616.11,618.93,611.46,,0.22%
2008/4/23,613.91,608.86,616.75,607,,0.81%
2008/4/22,608.97,608.47,616.32,607.8,,-0.05%
2008/4/21,609.29,617.41,620.38,609.29,,-0.32%
2008/4/18,611.24,603.89,611.24,599.29,,1.57%
2008/4/17,601.79,599.76,606.86,599.76,,1.26%
2008/4/16,594.33,594.27,597.32,593.4,,0.72%
2008/4/15,590.06,590.66,594.25,588.68,,0.24%
2008/4/14,588.63,587.19,589.77,582.07,,-0.93%
2008/4/11,594.14,589.96,594.14,585.34,,1.50%
2008/4/10,585.38,586.77,590.69,579.05,,-0.84%
2008/4/9,590.35,606.89,607.34,584.7,,-2.90%
2008/4/8,607.98,626.84,630.51,606.52,,-3.25%
2008/4/7,628.43,613.86,628.92,610.23,,2.21%
2008/4/4,614.85,623.64,623.65,612.03,,-1.39%
2008/4/3,623.49,623.12,628.62,618.72,,0.04%
2008/4/2,623.25,619.4,625.31,618.22,,1.77%
2008/4/1,612.43,622.64,627.77,610.78,,-1.36%
2008/3/31,620.9,629.18,637.88,619.87,,-1.50%
2008/3/28,630.37,625.44,632.04,621.75,,1.20%
2008/3/27,622.87,626.05,633.23,618.86,,-0.75%
2008/3/26,627.55,608.95,632.63,607.7,,3.37%
2008/3/25,607.08,607.29,614.78,607,,1.26%
2008/3/24,599.52,593.24,607.64,591.01,,0.87%
2008/3/21,594.37,575.75,595.09,574.2,,3.53%
2008/3/19,574.11,569.91,581.72,569.91,,1.90%
2008/3/18,563.42,573.09,575.43,558.87,,-1.36%
2008/3/17,571.21,576.8,577.02,555.62,,-1.81%
2008/3/14,581.75,604.84,606.99,579.54,,-3.53%
2008/3/13,603.01,612.22,622.06,597.62,,-1.63%
2008/3/12,613.03,620,639.01,612.18,,0.00%
2008/3/11,613.05,588.29,613.05,578.88,,3.19%
2008/3/10,594.11,627.66,628.52,589.84,,-6.39%
2008/3/7,634.64,645.55,645.73,628.8,,-2.91%
2008/3/6,653.68,653.28,661.72,643.74,,0.82%
2008/3/5,648.38,657.48,658.41,647.2,,-1.76%
2008/3/4,660,677.69,679.84,653.7,,-2.01%
2008/3/3,673.51,687.16,687.38,665.51,,-3.14%
2008/2/29,695.33,703.49,707.98,690.21,,-1.84%
2008/2/28,708.34,692.24,723.45,692.14,,2.62%
2008/2/27,690.27,685.31,695.01,682.75,,1.54%
2008/2/26,679.82,692.02,692.02,677.31,,-1.08%
2008/2/25,687.25,689.56,696.45,683.88,,0.50%
2008/2/22,683.82,682.1,690.96,676.81,,-0.40%
2008/2/21,686.56,676.2,691.46,676.17,,2.49%
2008/2/20,669.88,688.95,704.45,666.29,,-2.75%
2008/2/19,688.83,692.11,698.47,677.63,,-0.67%
2008/2/18,693.5,660.85,701.28,660.85,,5.81%
2008/2/15,655.44,604.92,659.65,602.48,,7.28%
2008/2/14,610.97,596.71,614.25,596.71,,3.49%
2008/2/13,590.35,602.21,608.42,586.9,,-1.13%
2008/2/12,597.07,600.02,603.35,591.25,,-0.84%
2008/2/8,602.1,618.23,621.76,601.02,,-2.58%
2008/2/7,618.04,625.49,628.94,611.51,,-1.17%
2008/2/6,625.33,634.9,634.9,622.59,,-2.73%
2008/2/5,642.85,643.69,645.14,635.89,,-0.19%
2008/2/4,644.07,641.81,648.25,640.66,,1.04%
2008/2/1,637.45,655.33,659.31,637.23,,-2.41%
2008/1/31,653.18,644.2,653.56,636.87,,0.89%
2008/1/30,647.39,658.24,662.15,643.12,,-1.39%
2008/1/29,656.49,656.8,666.38,651.47,,1.07%
2008/1/28,649.57,658.68,666.28,649.41,,-2.10%
2008/1/25,663.52,649.52,664,649.52,,3.36%
2008/1/24,641.93,626.34,646.79,626.34,,3.56%
2008/1/23,619.85,615.3,641.18,615.17,,1.92%
2008/1/22,608.17,648.67,648.79,607.41,,-7.40%
2008/1/21,656.77,674.09,678.61,656.34,,-3.47%
2008/1/18,680.37,637.24,681.01,623.75,,5.38%
2008/1/17,645.62,625.4,646.22,614.55,,4.07%
2008/1/16,620.4,650.06,650.1,617.25,,-5.87%
2008/1/15,659.08,702.57,704.55,655.72,,-6.30%
2008/1/11,703.39,748.9,751.57,701.94,,-5.75%
2008/1/10,746.29,756.55,771.02,742.85,,-0.66%
2008/1/9,751.25,739.11,751.63,727.4,,0.46%
2008/1/8,747.84,739.33,747.84,731.28,,1.47%
2008/1/7,737.02,742.72,754.43,733.95,,-1.28%
2008/1/4,746.58,773.54,774.35,743.89,,-4.67%
2007/12/28,783.18,792.23,802.97,780.96,,-2.25%
2007/12/27,801.21,811.19,813.12,797.76,,-1.30%
2007/12/26,811.8,779.53,814.15,778.53,,4.60%
2007/12/25,776.09,790.73,797.94,771.22,,-0.77%
2007/12/21,782.13,768.82,784.62,758.49,,2.09%
2007/12/20,766.15,787.54,795.53,760.88,,-2.43%
2007/12/19,785.23,800.29,812.03,782.05,,-1.92%
2007/12/18,800.61,781.28,806.7,775.99,,2.10%
2007/12/17,784.12,826.85,827.24,783.47,,-6.00%
2007/12/14,834.14,870.62,874.85,830.84,,-4.04%
2007/12/13,869.22,886.62,889.79,866.3,,-1.97%
2007/12/12,886.66,869.55,886.81,864.21,,1.01%
2007/12/11,877.81,879.55,880.25,857.05,,0.38%
2007/12/10,874.48,889.61,899.35,867.01,,-1.21%
2007/12/7,885.23,910.06,921.7,885.23,,-2.91%
2007/12/6,911.76,925.45,930.88,907.18,,-0.53%
2007/12/5,916.62,912.61,920.87,894.36,,0.55%
2007/12/4,911.58,923.8,933.18,904.87,,-0.98%
2007/12/3,920.63,889.65,920.63,889.64,,3.81%
2007/11/30,886.87,893.64,899.51,883.57,,-0.73%
2007/11/29,893.39,887.1,911.47,887.1,,1.95%
2007/11/28,876.27,842.8,878.69,841.18,,4.85%
2007/11/27,835.77,801.95,836.87,799.94,,3.24%
2007/11/26,809.57,811.64,816.75,806.81,,0.67%
2007/11/22,804.21,794.89,805.9,780.6,,0.61%
2007/11/21,799.37,815.67,833.04,797.64,,-2.41%
2007/11/20,819.08,812.15,819.63,785.3,,-0.49%
2007/11/19,823.09,846.94,853.3,820.92,,-2.03%
2007/11/16,840.14,829.3,840.58,823.48,,0.35%
2007/11/15,837.22,859.79,864.73,836.24,,-2.96%
2007/11/14,862.79,840.37,864.14,840.37,,3.95%
2007/11/13,830.02,821.94,850.65,821.41,,1.55%
2007/11/12,817.36,806.29,817.54,781.53,,0.04%
2007/11/9,817,849.85,850.45,816.96,,-4.46%
2007/11/8,855.14,825.99,855.18,806.64,,3.42%
2007/11/7,826.89,871.52,881.49,818.84,,-4.39%
2007/11/6,864.83,919.34,922.47,858.98,,-6.62%
2007/11/5,926.14,940.12,952.24,923.56,,-1.01%
2007/11/2,935.6,919.03,944.33,906.24,,0.53%
2007/11/1,930.65,950.12,963.19,924.85,,-1.42%
2007/10/31,944.06,957,963.81,936.86,,-1.36%
2007/10/30,957.05,968.36,979.21,955.73,,-0.84%
2007/10/29,965.17,941.02,978.52,940.88,,3.70%
2007/10/26,930.77,893.2,931.37,891.1,,4.73%
2007/10/25,888.75,925.15,931.17,886.05,,-3.77%
2007/10/24,923.56,913.27,930.24,906.59,,2.21%
2007/10/23,903.58,921.67,942.03,901.1,,-0.86%
2007/10/22,911.42,889.89,914.92,863.07,,1.04%
2007/10/19,902.03,884.83,910.45,878.23,,2.06%
2007/10/18,883.84,829.85,884.2,829.85,,7.22%
2007/10/17,824.34,827.2,847.61,814.19,,-1.05%
2007/10/16,833.11,858.64,858.7,831.05,,-3.98%
2007/10/15,867.62,888.71,893.02,867.62,,-1.57%
2007/10/12,881.49,876.27,891.69,872.2,,-0.04%
2007/10/11,881.81,853.9,882.54,851.49,,2.87%
2007/10/10,857.19,883.26,888.49,844.89,,-1.75%
2007/10/9,872.42,857.6,888.1,857.55,,2.79%
2007/10/5,848.78,816.12,849.75,815.61,,3.98%
2007/10/4,816.31,794.97,819.86,792.1,,2.76%
2007/10/3,794.35,758.79,797.64,758.17,,5.03%
2007/10/2,756.29,742.11,757.79,742.11,,2.83%
2007/10/1,735.48,734.29,744.73,730.15,,0.38%
2007/9/28,732.72,724.17,736.88,715.83,,1.70%
2007/9/27,720.5,689.33,721.93,689.15,,5.52%
2007/9/26,682.78,634.32,682.98,634.03,,8.13%
2007/9/25,631.45,625.89,633.29,621.98,,0.88%
2007/9/21,625.93,624.11,627.1,622.36,,-0.37%
2007/9/20,628.23,635.86,638.87,626.36,,-0.81%
2007/9/19,633.34,627.11,636.63,627.11,,2.08%
2007/9/18,620.42,634.58,634.58,617.94,,-2.64%
2007/9/14,637.25,631,637.46,627.77,,1.34%
2007/9/13,628.83,646.79,647.09,628.14,,-3.03%
2007/9/12,648.46,661.16,671.08,646.33,,-1.19%
2007/9/11,656.29,676.13,677.02,650.02,,-2.87%
2007/9/10,675.71,695.64,695.64,675.71,,-4.13%
2007/9/7,704.82,709.28,720.87,700.95,,-0.93%
2007/9/6,711.44,708.91,711.44,691.38,,-0.79%
2007/9/5,717.07,736.6,740.5,714.89,,-2.23%
2007/9/4,733.41,731.87,733.5,728.47,,-0.10%
2007/9/3,734.11,732.17,738.09,727.05,,0.61%
2007/8/31,729.66,715.34,731.05,715.34,,1.87%
2007/8/30,716.29,723.17,729.51,715.72,,0.03%
2007/8/29,716.06,721.36,721.36,705.46,,-2.09%
2007/8/28,731.34,727.38,732.63,725.08,,0.04%
2007/8/27,731.08,732.59,741.57,729.95,,0.59%
2007/8/24,726.77,737.97,741.71,726.27,,-1.79%
2007/8/23,740.02,710.4,740.02,710.1,,5.18%
2007/8/22,703.56,700.61,713.2,700.61,,-0.02%
2007/8/21,703.72,696.42,708.8,691.19,,1.23%
2007/8/20,695.18,696.12,717,692.45,,0.98%
2007/8/17,688.46,726.86,726.86,687.95,,-5.55%
2007/8/16,728.89,744.51,744.58,708.65,,-3.03%
2007/8/15,751.69,765.02,765.09,751.2,,-2.66%
2007/8/14,772.26,769.07,774.94,767.11,,0.62%
2007/8/13,767.49,764.6,774.31,759.06,,0.65%
2007/8/10,762.53,768.64,768.65,758.33,,-1.84%
2007/8/9,776.86,787.44,792.9,775.77,,-0.88%
2007/8/8,783.78,798.6,800.12,782.56,,-2.15%
2007/8/7,801,824.36,826.54,801,,-2.05%
2007/8/6,817.76,824.53,824.91,811.63,,-2.01%
2007/8/3,834.57,837.52,841.25,832.42,,0.53%
2007/8/2,830.18,837.99,842.64,817.26,,-0.21%
2007/8/1,831.92,860.25,862.16,831.92,,-3.79%
2007/7/31,864.7,859.8,866.68,857.03,,1.38%
2007/7/30,852.93,834.78,853.56,833.06,,1.63%
2007/7/27,839.27,842.9,848.87,829.29,,-1.51%
2007/7/26,852.13,858.54,863.03,852.02,,-0.66%
2007/7/25,857.81,845.39,859.63,841.06,,0.66%
2007/7/24,852.21,836,858.07,831.15,,1.98%
2007/7/23,835.63,847.94,849.06,831.22,,-2.38%
2007/7/20,855.96,849.94,858.65,849.12,,0.63%
2007/7/19,850.59,871.03,871.96,850.18,,-2.55%
2007/7/18,872.87,873.26,877.36,864.24,,-0.34%
2007/7/17,875.89,887.35,887.35,870.35,,-1.38%
2007/7/13,888.16,891.72,896.35,884.38,,0.13%
2007/7/12,887,902.38,903.63,885.23,,-1.43%
2007/7/11,899.91,903.02,907.6,899.91,,-1.12%
2007/7/10,910.13,913.86,913.86,909.38,,-0.50%
2007/7/9,914.73,909.61,914.73,906.08,,0.54%
2007/7/6,909.78,910.65,913.04,907.75,,-0.33%
2007/7/5,912.8,920.85,921.43,908.81,,-1.06%
2007/7/4,922.56,924.17,924.17,916.33,,-0.44%
2007/7/3,926.65,931.7,933.98,920.88,,-0.37%
2007/7/2,930.07,916.05,930.07,914.5,,1.60%
2007/6/29,915.38,918.87,919.65,910.29,,-0.21%
2007/6/28,917.35,903.64,919.65,903.64,,2.36%
2007/6/27,896.2,904.18,904.18,894.27,,-1.50%
2007/6/26,909.87,931.73,932.04,906.17,,-2.51%
2007/6/25,933.26,941.06,946.02,933.26,,-1.26%
2007/6/22,945.14,940.98,947.53,938.82,,0.34%
2007/6/21,941.95,939.48,943.4,935.34,,-0.42%
2007/6/20,945.9,941.29,948.49,939.97,,0.76%
2007/6/19,938.72,946.45,948.14,936.26,,-0.90%
2007/6/18,947.24,944.01,955.1,944.01,,0.85%
2007/6/15,939.29,931.14,948.13,929.24,,1.32%
2007/6/14,927.09,885.92,927.09,885.85,,5.28%
2007/6/13,880.62,875.23,881.65,869.73,,-0.59%
2007/6/12,885.84,898.61,899.05,881.74,,-1.21%
2007/6/11,896.65,909.24,912.1,895.48,,-0.49%
2007/6/8,901.03,902.85,905.27,897.59,,-0.90%
2007/6/7,909.25,910.48,916.13,906.89,,-0.90%
2007/6/6,917.52,890.47,919.2,889.7,,2.99%
2007/6/5,890.9,881.73,891.04,879.5,,0.93%
2007/6/4,882.71,891.08,894.9,879.71,,-0.34%
2007/6/1,885.68,874.96,887.2,873.83,,1.39%
2007/5/31,873.52,873.08,875.12,865.23,,0.79%
2007/5/30,866.65,874.93,877.38,860.67,,-0.76%
2007/5/29,873.26,858.88,873.35,858.22,,1.75%
2007/5/28,858.27,858.38,876.19,857.35,,0.58%
2007/5/25,853.35,832.23,853.91,822.13,,1.51%
2007/5/24,840.68,854.36,854.36,840.45,,-1.92%
2007/5/23,857.12,847.25,862.45,847.25,,1.62%
2007/5/22,843.46,805.88,844.15,804.18,,4.52%
2007/5/21,807,810.95,818.88,804.9,,-0.76%
2007/5/18,813.18,827.46,827.46,796.82,,-1.87%
2007/5/17,828.71,840.13,843.95,827.22,,-1.20%
2007/5/16,838.75,860.49,860.53,837.15,,-2.85%
2007/5/15,863.32,870.3,870.33,845.05,,-1.41%
2007/5/14,875.65,906.5,909.29,874.77,,-3.19%
2007/5/11,904.47,911.68,912.6,901.71,,-1.51%
2007/5/10,918.37,929.85,933.46,916.63,,-1.26%
2007/5/9,930.12,942.36,942.64,928.77,,-1.50%
2007/5/8,944.3,964.48,964.64,941.62,,-1.98%
2007/5/7,963.38,955.6,967.26,955.6,,1.48%
2007/5/2,949.34,944.66,956.08,936.04,,0.52%
2007/5/1,944.41,926.95,944.41,922.08,,2.13%
2007/4/27,924.67,916.25,924.91,915.23,,1.03%
2007/4/26,915.22,919.59,925.86,913.52,,0.27%
2007/4/25,912.72,927.78,927.97,911.85,,-1.66%
2007/4/24,928.1,898.21,929.86,897.63,,2.60%
2007/4/23,904.6,932.51,933.39,897.85,,-3.30%
2007/4/20,935.49,960.42,962.45,934.44,,-2.26%
2007/4/19,957.09,967.54,968.95,948.11,,-1.66%
2007/4/18,973.22,986.5,989.55,969.23,,-1.87%
2007/4/17,991.77,990.63,"1,008.16",988.2,,0.45%
2007/4/16,987.36,"1,013.48","1,013.58",978,,-2.46%
2007/4/13,"1,012.26","1,027.63","1,028.24","1,010.95",,-1.16%
2007/4/12,"1,024.16","1,022.76","1,028.90","1,019.02",,-0.44%
2007/4/11,"1,028.66","1,029.57","1,033.32","1,021.50",,0.05%
2007/4/10,"1,028.17","1,017.82","1,030.81","1,017.82",,0.68%
2007/4/9,"1,021.22","1,031.78","1,033.51","1,019.00",,-0.64%
2007/4/6,"1,027.84","1,051.17","1,052.00","1,026.11",,-2.20%
2007/4/5,"1,050.96","1,037.41","1,066.76","1,036.92",,1.08%
2007/4/4,"1,039.73","1,022.64","1,039.84","1,018.29",,2.45%
2007/4/3,"1,014.85","1,022.43","1,023.79","1,008.60",,-0.53%
2007/4/2,"1,020.30","1,041.07","1,044.38","1,016.58",,-1.73%
2007/3/30,"1,038.31","1,036.92","1,039.51","1,030.93",,0.67%
2007/3/29,"1,031.38","1,029.30","1,032.69","1,023.38",,-0.64%
2007/3/28,"1,038.01","1,022.64","1,045.84","1,022.15",,1.67%
2007/3/27,"1,020.94","1,022.80","1,033.90","1,017.46",,-0.40%
2007/3/26,"1,025.04","1,006.66","1,034.82","1,004.63",,1.68%
2007/3/23,"1,008.12","1,022.73","1,024.28","1,004.59",,-1.63%
2007/3/22,"1,024.79","1,038.72","1,044.64","1,022.76",,-0.64%
2007/3/20,"1,031.42","1,003.35","1,031.84",999.16,,3.44%
2007/3/19,997.1,"1,002.64","1,005.34",992.36,,-1.31%
2007/3/16,"1,010.37","1,018.20","1,025.17","1,004.52",,-0.92%
2007/3/15,"1,019.76","1,019.70","1,028.00","1,016.89",,1.08%
2007/3/14,"1,008.84","1,027.10","1,027.24","1,007.24",,-3.04%
